V1;V2;V3;V4;V5
1;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
2;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
3;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
4;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
5;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
6;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
7;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
8;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
9;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
10;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
11;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
12;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
13;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
14;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
15;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
16;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
17;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
18;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
19;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
20;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
21;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
22;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
23;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
24;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
25;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
26;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
27;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
28;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
29;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
30;6.96508034560141;14.8221742105039;0.469909491460809;negative;1
31;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
32;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
33;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
34;7.65822752616135;0.494280841818805;15.4936766272012;positive;0
35;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
36;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
37;7.65822752616135;0.494280841818805;15.4936766272012;positive;0
38;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
39;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
40;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
41;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
42;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
43;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
44;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
45;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
46;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
47;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
48;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
49;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
50;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
51;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
52;0.94405699625188;14.8221742105039;0.0636922075563559;negative;1
53;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
54;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
55;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
56;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
57;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
58;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
59;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
60;6.96508034560141;7.65822752616135;0.909489868485615;negative;1
61;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
62;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
63;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
64;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
65;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
66;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
67;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
68;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
69;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
70;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
71;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
72;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
73;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
74;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
75;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
76;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
77;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
78;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
79;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
80;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
81;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
82;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
83;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
84;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
85;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
86;6.96508034560141;7.65822752616135;0.909489868485615;negative;1
87;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
88;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
89;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
90;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
91;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
92;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
93;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
94;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
95;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
96;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
97;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
98;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
99;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
100;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
101;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
102;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
103;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
104;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
105;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
106;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
107;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
108;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
109;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
110;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
111;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
112;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
113;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
114;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
115;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
116;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
117;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
118;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
119;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
120;13.6792508755109;6.96508034560141;1.9639760342678;positive;0
121;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
122;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
123;6.96508034560141;7.65822752616135;0.909489868485615;negative;0
124;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
125;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
126;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
127;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
128;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
129;6.96508034560141;7.65822752616135;0.909489868485615;negative;1
130;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
131;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
132;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
133;7.65822752616135;7.65822752616135;1;neutral;1
134;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
135;6.96508034560141;7.65822752616135;0.909489868485615;negative;1
136;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
137;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
138;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
139;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
140;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
141;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
142;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
143;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
144;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
145;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
146;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
147;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
148;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
149;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
150;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
151;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
152;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
153;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
154;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
155;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
156;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
157;0.94405699625188;7.65822752616135;0.12327356337049;negative;0
158;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
159;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
160;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
161;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
162;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
163;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
164;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
165;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
166;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
167;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
168;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
169;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
170;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
171;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
172;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
173;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
174;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
175;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
176;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
177;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
178;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
179;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
180;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
181;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
182;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
183;0.94405699625188;7.65822752616135;0.12327356337049;negative;1
184;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
185;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
186;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
187;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
188;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
189;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
190;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
191;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
192;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
193;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
194;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
195;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
196;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
197;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
198;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
199;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
200;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
201;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
202;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
203;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
204;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
205;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
206;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
207;6.96508034560141;0.494280841818805;14.0913419180319;positive;0
208;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
209;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
210;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
211;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
212;0.94405699625188;0.494280841818805;1.90996072754516;positive;0
213;6.96508034560141;7.65822752616135;0.909489868485615;negative;1
